property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P002846,"Nairobi, Kenya",nature,hotel,140,"air conditioning,elevator,kitchen,near metro,parking,smart lock,solar power,wildlife viewing","budget,business,city center,hotel,nature,urban",1,2
P002847,"Nairobi, Kenya",nature,studio,115,"24h check-in,balcony,breakfast included,city view,elevator,smart lock,solar power,tv,wifi,wildlife viewing","business,luxury,nature,near metro,urban",1,2
P002848,"Zanzibar City, Tanzania",beach,bungalow,120,"air conditioning,beachfront,elevator,gym,outdoor shower,parking,pet friendly,pool,smart lock,wifi","beach,island,mid-range,ocean view,romantic",1,3
P002849,"Lagos, Nigeria",beach,hotel,155,"24h check-in,breakfast included,elevator,gym,ocean view,parking,pet friendly,security,tv,workspace","beach,family,mid-range,near metro,ocean view,pet-friendly,urban",1,1
P002850,"Prague, Czechia",urban,loft,145,"balcony,city view,elevator,gym,kitchen,near metro,parking,security","business,loft,luxury,near metro,urban",2,5
P002851,"Bangkok, Thailand",urban,apartment,80,"balcony,elevator,gym,near metro,parking,smart lock,workspace","city center,mid-range,pet-friendly,urban",2,5
P002852,"Abu Dhabi, UAE",beach,townhouse,300,"air conditioning,city view,near metro,ocean view,outdoor shower,parking,pool,security,shade courtyard,washer dryer,workspace","beach,city center,desert,long stay,mid-range,ocean view,romantic,urban",3,6
P002853,"Tulum, Mexico",beach,villa,200,"breakfast included,elevator,gym,kitchen,parking,security,tv,workspace","beach,family,luxury,romantic",5,10
P002854,"Accra, Ghana",beach,villa,180,"balcony,beach access,beachfront,gym,ocean view,parking,smart lock,washer dryer,wifi","beach,beachfront,budget,city center,family,long stay,urban,villa",6,13
P002855,"Muscat, Oman",beach,luxury_tent,290,"balcony,breakfast included,city view,elevator,hot tub,kitchen,near metro,outdoor shower,parking,pet friendly,pool,shade courtyard,washer dryer,workspace","beach,desert,family,hiking,long stay,luxury,mountain,nature,near metro,ocean view,urban",2,5
P002856,"Bariloche, Argentina",mountain,cabin,145,"air conditioning,balcony,breakfast included,elevator,gym,hot tub,mountain view,smart lock,wifi,workspace","lake,luxury,mountain,nature,ski",4,8
P002857,"Amsterdam, Netherlands",urban,houseboat,245,"balcony,bikes included,canal view,kitchen,smart lock,tv,washer dryer","business,canal,long stay,mid-range,urban",2,4
P002858,"Cairo, Egypt",urban,luxury_tent,125,"24h check-in,city view,elevator,gym,kitchen,near metro,pet friendly,river view,security,shade courtyard,tv,washer dryer,wifi","business,desert,long stay,mid-range,river,urban",1,3
P002859,"New Orleans, USA",coast,loft,210,"24h check-in,air conditioning,beach access,city view,elevator,gym,near metro,pool,sea view,security,smart lock,wifi","beachfront,budget,coast,near metro,ocean view,pet-friendly,urban",1,3
P002860,"Göreme, Turkey",mountain,riad,195,"air conditioning,elevator,kitchen,pet friendly,pool,rooftop terrace,smart lock","desert,historic,luxury,mountain,nature,quiet",4,9
P002861,"Hanoi, Vietnam",urban,guesthouse,65,"air conditioning,breakfast included,city view,elevator,parking,security,smart lock,tv,workspace","business,guesthouse,long stay,mid-range,urban",2,5
P002862,"Reykjavik, Iceland",coast,cabin,315,"beach access,breakfast included,elevator,kitchen,near metro,parking,pool,sea view,smart lock,tv,washer dryer","city center,coast,family,luxury,near metro,northern lights,ocean view,urban",1,2
P002863,"Miami, USA",beach,townhouse,190,"balcony,beachfront,breakfast included,kitchen,ocean view,pet friendly,pool,security,tv,workspace","beach,budget,city center,near metro,ocean view,romantic,urban",1,3
P002864,"Havana, Cuba",beach,bungalow,205,"air conditioning,beach access,ocean view,parking,pet friendly,security,smart lock,tv,wifi,workspace","beach,beachfront,long stay,luxury,pet-friendly,romantic,urban",1,2
P002865,"Istanbul, Turkey",waterfront,apartment,165,"air conditioning,balcony,city view,elevator,kitchen,near metro,security,smart lock,water view,wifi","budget,city center,pet-friendly,urban,waterfront",1,3
P002866,"Seattle, USA",mountain,condo,205,"balcony,beach access,breakfast included,elevator,firepit,hammocks,hiking trails,pet friendly,pool,sea view,security,tv,washer dryer","city center,coast,family,forest,hiking,mid-range,mountain,near metro,quiet,romantic,urban",3,6
P002867,"Cartagena, Colombia",beach,condo,125,"24h check-in,air conditioning,balcony,beach access,courtyard,elevator,heritage building,parking,pet friendly,pool,smart lock,wifi","beach,beachfront,budget,historic,ocean view",3,6
P002868,"Milan, Italy",urban,townhouse,140,"balcony,breakfast included,city view,elevator,near metro,pet friendly,security,smart lock,wifi","business,city center,luxury,townhouse,urban",4,8
P002869,"Siem Reap, Cambodia",urban,riad,210,"balcony,city view,elevator,gym,heritage building,kitchen,parking,security,tv,workspace","city center,historic,luxury,near metro,riad,urban",5,10
P002870,"Munich, Germany",urban,apartment,275,"24h check-in,air conditioning,city view,elevator,gym,kitchen,near metro,security,smart lock,tv,wifi","business,mid-range,near metro,urban",3,6
P002871,"Dubrovnik, Croatia",beach,bungalow,155,"beach access,heritage building,kitchen,ocean view,pool,sea view,security,tv,wifi,workspace","beach,beachfront,budget,bungalow,coast,historic,romantic",1,2
P002872,"Warsaw, Poland",urban,apartment,165,"air conditioning,city view,elevator,gym,near metro,parking,security,washer dryer,wifi","long stay,mid-range,pet-friendly,urban",2,4
P002873,"Kathmandu, Nepal",mountain,loft,35,"24h check-in,balcony,elevator,pet friendly,security,smart lock,tv,wifi","budget,business,mountain,pet-friendly,quiet,ski,urban",2,4
P002874,"Leh, India",mountain,cabin,60,"balcony,breakfast included,elevator,gym,parking,washer dryer,workspace","desert,luxury,mountain,nature,ski",1,2
P002875,"Doha, Qatar",beach,townhouse,265,"24h check-in,air conditioning,beach access,elevator,kitchen,near metro,pool,shade courtyard,smart lock,washer dryer","beach,beachfront,budget,business,city center,desert,romantic,townhouse,urban",4,8
P002876,"Wellington, New Zealand",coast,loft,130,"24h check-in,beach access,city view,elevator,pet friendly,sea view,security,smart lock,workspace","coast,long stay,mid-range,near metro,ocean view,romantic,urban",2,5
P002877,"Da Nang, Vietnam",beach,apartment,65,"24h check-in,air conditioning,elevator,ocean view,outdoor shower,parking,pool,smart lock,washer dryer","apartment,beach,business,family,long stay,luxury,romantic,urban",1,3
P002878,"Melbourne, Australia",beach,bungalow,205,"24h check-in,air conditioning,balcony,elevator,ocean view,outdoor shower,parking,pet friendly,smart lock,workspace","beach,beachfront,budget,bungalow,business,city center,family,urban",2,4
P002879,"Chamonix, France",mountain,chalet,220,"air conditioning,boot warmers,gym,hiking trails,hot tub,kitchen,mountain view,security,wifi","luxury,mountain,quiet,ski",5,10
P002880,"Guadalajara, Mexico",urban,condo,150,"24h check-in,breakfast included,city view,elevator,gym,kitchen,near metro,smart lock,tv","business,luxury,near metro,urban",1,3
P002881,"Jeddah, Saudi Arabia",beach,villa,155,"balcony,beach access,breakfast included,city view,elevator,near metro,parking,pool,security,workspace","beach,beachfront,desert,long stay,luxury,near metro,romantic,urban",3,7
P002882,"Paris, France",urban,studio,90,"24h check-in,balcony,city view,elevator,gym,near metro,pet friendly,tv,wifi,workspace","business,mid-range,near metro,studio,urban",1,2
P002883,"New York, USA",urban,loft,265,"air conditioning,balcony,kitchen,smart lock,tv,washer dryer,workspace","business,luxury,near metro,urban",2,4
P002884,"Istanbul, Turkey",waterfront,houseboat,210,"balcony,city view,elevator,gym,kitchen,near metro,pet friendly,security,smart lock,water view,wifi,workspace","long stay,luxury,near metro,urban,waterfront",3,6
P002885,"Helsinki, Finland",coast,apartment,45,"24h check-in,beach access,city view,kitchen,near metro,pet friendly,pool,sea view,smart lock,tv,washer dryer,workspace","apartment,beachfront,business,coast,family,long stay,luxury,urban",1,2
P002886,"Riyadh, Saudi Arabia",urban,condo,140,"air conditioning,city view,gym,kitchen,near metro,pool,smart lock,tv,wifi","budget,business,desert,pet-friendly,urban",2,5
P002887,"Ho Chi Minh City, Vietnam",urban,guesthouse,125,"city view,elevator,gym,near metro,parking,pet friendly,smart lock,wifi","city center,luxury,pet-friendly,urban",2,5
P002888,"Honolulu, USA",beach,resort,350,"air conditioning,beach access,beachfront,breakfast included,elevator,gym,ocean view,outdoor shower,parking,scooter rental,security,wifi","beach,beachfront,budget,city center,family,island,near metro,urban",5,10
P002889,"Toronto, Canada",lake,guesthouse,170,"dock,elevator,kayaks,lake view,security,tv,wifi,workspace","city center,lake,mid-range,near metro,urban",1,3
P002890,"Goa, India",beach,bungalow,115,"24h check-in,air conditioning,balcony,gym,ocean view,outdoor shower,parking,pet friendly,smart lock,wifi","beach,beachfront,mid-range,romantic",1,3
P002891,"Sharjah, UAE",beach,resort,305,"24h check-in,air conditioning,balcony,near metro,ocean view,parking,pet friendly,pool,security,washer dryer","beach,business,city center,desert,family,luxury,ocean view,urban",2,5
P002892,"Mexico City, Mexico",urban,guesthouse,65,"breakfast included,city view,elevator,gym,pet friendly,smart lock,tv,wifi,workspace","business,city center,luxury,urban",1,2
P002893,"Sharjah, UAE",beach,villa,270,"kitchen,pet friendly,rooftop terrace,security,smart lock,washer dryer","beach,budget,business,desert,family,long stay,romantic,urban",3,7
P002894,"Hamburg, Germany",waterfront,loft,175,"air conditioning,balcony,elevator,near metro,pet friendly,security,smart lock,wifi","business,mid-range,near metro,urban,waterfront",2,4
P002895,"Zurich, Switzerland",mountain,townhouse,360,"air conditioning,balcony,city view,elevator,hot tub,mountain view,security,ski storage,smart lock,tv,washer dryer","business,lake,mid-range,mountain,nature,near metro,ski,urban",4,8
P002896,"Seoul, South Korea",mountain,cabin,310,"city view,elevator,fireplace,gym,near metro,parking,pet friendly,security,smart lock,workspace","cabin,city center,hiking,luxury,mountain,pet-friendly,ski,urban",1,3
P002897,"Mykonos, Greece",beach,villa,160,"24h check-in,air conditioning,balcony,beach access,breakfast included,kitchen,parking,pool,scooter rental,washer dryer,workspace","beach,family,island,mid-range,romantic",6,12
P002898,"Bogotá, Colombia",mountain,guesthouse,150,"24h check-in,air conditioning,city view,elevator,fireplace,mountain view,near metro,parking,pet friendly,tv","budget,mountain,nature,near metro,pet-friendly,quiet,urban",2,5
P002899,"Phuket, Thailand",beach,bungalow,170,"beach access,gym,kitchen,ocean view,outdoor shower,parking,pet friendly,tv,washer dryer,workspace","beach,budget,family,island,ocean view",1,2
P002900,"Bariloche, Argentina",mountain,chalet,220,"elevator,kitchen,lake view,ski in/out,smart lock,wifi,workspace","budget,chalet,hiking,lake,mountain,quiet,ski",5,10
P002901,"Phuket, Thailand",beach,condo,155,"elevator,kitchen,ocean view,outdoor shower,parking,pet friendly,security,tv","beach,budget,family,island,ocean view",1,2
P002902,"Porto, Portugal",coast,condo,130,"air conditioning,beach access,breakfast included,city view,elevator,kitchen,pet friendly,security,workspace","beachfront,business,city center,coast,condo,mid-range,ocean view,urban",2,5
P002903,"Melbourne, Australia",beach,townhouse,200,"balcony,beach access,beachfront,elevator,gym,kitchen,near metro,outdoor shower,security,tv,wifi,workspace","beach,beachfront,mid-range,near metro,pet-friendly,romantic,urban",3,7
P002904,"Riyadh, Saudi Arabia",urban,resort,310,"breakfast included,parking,pet friendly,security,smart lock,tv","budget,business,desert,long stay,urban",1,2
P002905,"Krakow, Poland",urban,guesthouse,85,"24h check-in,air conditioning,balcony,city view,elevator,near metro,rooftop terrace,smart lock,washer dryer","budget,city center,historic,long stay,urban",1,2
P002906,"Singapore, Singapore",urban,resort,525,"city view,elevator,near metro,parking,security,tv,wifi,workspace","family,island,long stay,mid-range,pet-friendly,romantic,urban",3,6
P002907,"Athens, Greece",beach,villa,225,"city view,elevator,near metro,ocean view,smart lock,tv,washer dryer,workspace","beach,beachfront,city center,mid-range,pet-friendly,romantic,urban,villa",2,5
P002908,"Phuket, Thailand",beach,apartment,110,"24h check-in,balcony,breakfast included,elevator,gym,ocean view,parking,pet friendly,pool","beach,beachfront,island,luxury,romantic",2,5
P002909,"Auckland, New Zealand",beach,studio,120,"24h check-in,balcony,beach access,beachfront,breakfast included,city view,elevator,kitchen,near metro,ocean view,parking,security,washer dryer","beach,beachfront,business,luxury,pet-friendly,romantic,urban",1,2
P002910,"Kathmandu, Nepal",mountain,guesthouse,75,"24h check-in,balcony,gym,kitchen,wifi,workspace","city center,mid-range,mountain,nature,near metro,ski,urban",3,6
P002911,"Miami, USA",beach,villa,325,"24h check-in,balcony,city view,elevator,gym,near metro,ocean view,parking,pet friendly,tv","beach,budget,business,city center,family,ocean view,urban",7,14
P002912,"Stockholm, Sweden",lake,guesthouse,230,"air conditioning,beachfront,elevator,kitchen,pet friendly,scooter rental,smart lock,tv,wifi,workspace","budget,business,city center,family,island,lake,romantic,urban",3,6
P002913,"Ho Chi Minh City, Vietnam",urban,townhouse,145,"breakfast included,elevator,gym,kitchen,near metro,parking,washer dryer,wifi,workspace","budget,long stay,pet-friendly,urban",1,3
P002914,"Abu Dhabi, UAE",beach,bungalow,305,"24h check-in,air conditioning,balcony,beach access,elevator,gym,near metro,pet friendly,shade courtyard,washer dryer","beach,beachfront,bungalow,city center,desert,family,long stay,mid-range,urban",1,3
P002915,"New Orleans, USA",coast,townhouse,200,"air conditioning,balcony,beach access,elevator,near metro,parking,pet friendly,pool,sea view,tv,workspace","beachfront,budget,city center,coast,pet-friendly,romantic,urban",2,5
P002916,"Cappadocia, Turkey",mountain,luxury_tent,265,"24h check-in,air conditioning,courtyard,elevator,gym,heritage building,pool,rooftop terrace,smart lock,tv,wifi","budget,desert,historic,mountain,nature,ski",1,2
P002917,"Busan, South Korea",beach,bungalow,175,"24h check-in,air conditioning,balcony,beachfront,elevator,gym,kitchen,near metro,outdoor shower,parking,pool,wifi,workspace","beach,beachfront,bungalow,long stay,luxury,ocean view,pet-friendly,urban",1,2
P002918,"Santiago, Chile",mountain,hotel,190,"24h check-in,balcony,breakfast included,gym,kitchen,near metro,parking","budget,business,hiking,hotel,mountain,near metro,ski,urban",2,4
P002919,"Geneva, Switzerland",mountain,hotel,345,"24h check-in,gym,hiking trails,hot tub,kayaks,kitchen,lake view,mountain view,parking,smart lock,tv,washer dryer,workspace","business,hiking,lake,mid-range,mountain,pet-friendly,ski,urban",2,4
P002920,"Chamonix, France",mountain,apartment,200,"24h check-in,breakfast included,fireplace,hiking trails,parking,security,ski in/out,smart lock,tv,wifi","luxury,mountain,quiet,ski",2,4
P002921,"Alappuzha, India",waterfront,hotel,80,"balcony,beach access,parking,pet friendly,sea view,security,smart lock,washer dryer,water view","beachfront,budget,coast,ocean view,waterfront",2,4
P002922,"Athens, Greece",beach,hotel,210,"24h check-in,breakfast included,elevator,gym,outdoor shower,pool,security,tv,workspace","beach,business,hotel,long stay,luxury,ocean view,romantic,urban",1,3
P002923,"Santorini, Greece",beach,condo,150,"beachfront,gym,ocean view,scooter rental,smart lock,tv,wifi,workspace","beach,family,island,luxury,ocean view",1,3
P002924,"Taipei, Taiwan",mountain,guesthouse,140,"city view,elevator,gym,hiking trails,mountain view,near metro,parking,ski storage,smart lock,washer dryer,wifi","budget,city center,mountain,nature,near metro,quiet,urban",1,1
P002925,"Ottawa, Canada",lake,hotel,185,"24h check-in,air conditioning,elevator,gym,parking,pet friendly,tv,washer dryer,workspace","lake,long stay,mid-range,near metro,urban",1,2
P002926,"Marrakech, Morocco",urban,hotel,140,"air conditioning,breakfast included,city view,courtyard,elevator,gym,near metro,pet friendly,pool,shade courtyard,smart lock,tv,washer dryer,workspace","desert,historic,mid-range,near metro,pet-friendly,urban",2,4
P002927,"Naples, Italy",beach,bungalow,175,"air conditioning,beach access,beachfront,gym,pet friendly,pool,security,workspace","beach,beachfront,business,city center,family,mid-range,urban",2,5
P002928,"Da Nang, Vietnam",beach,studio,80,"24h check-in,air conditioning,balcony,breakfast included,city view,elevator,near metro,outdoor shower,parking,washer dryer,wifi","beach,beachfront,business,long stay,mid-range,romantic,urban",1,1
P002929,"Montreal, Canada",lake,villa,300,"air conditioning,balcony,breakfast included,city view,dock,kitchen,lake view,near metro,parking,security,tv,workspace","budget,city center,lake,pet-friendly,urban,villa",5,10
P002930,"Santorini, Greece",beach,condo,195,"air conditioning,beachfront,gym,kitchen,ocean view,security,wifi","beach,family,island,luxury,romantic",2,5
P002931,"Brighton, UK",beach,condo,190,"24h check-in,air conditioning,gym,near metro,ocean view,outdoor shower,parking,smart lock,wifi","beach,beachfront,budget,family,near metro,pet-friendly,urban",3,6
P002932,"Göreme, Turkey",mountain,villa,225,"24h check-in,air conditioning,breakfast included,courtyard,elevator,gym,heritage building,hiking trails,hot tub,parking,rooftop terrace,shade courtyard,ski storage,smart lock,tv","desert,historic,mid-range,mountain,quiet,ski",6,13
P002933,"Wellington, New Zealand",coast,loft,130,"balcony,beach access,elevator,gym,near metro,pet friendly,pool,sea view,smart lock,washer dryer,workspace","city center,coast,family,luxury,pet-friendly,romantic,urban",1,2
P002934,"Tokyo, Japan",urban,townhouse,305,"air conditioning,breakfast included,elevator,gym,tv","budget,city center,near metro,townhouse,urban",3,7
P002935,"Vancouver, Canada",mountain,studio,245,"beachfront,kitchen,outdoor shower,parking,pool,smart lock,tv,washer dryer,workspace","beach,beachfront,city center,family,forest,luxury,mountain,nature,near metro,ski,urban",1,2
P002936,"Seattle, USA",mountain,condo,300,"air conditioning,beach access,elevator,gym,hiking trails,kitchen,pool,security,smart lock,tv","beachfront,budget,city center,coast,family,forest,long stay,mountain,nature,quiet,urban",2,4
P002937,"Wellington, New Zealand",coast,condo,135,"balcony,breakfast included,city view,elevator,kitchen,near metro,smart lock","beachfront,coast,family,long stay,mid-range,near metro,urban",2,4
P002938,"Hurghada, Egypt",beach,bungalow,170,"24h check-in,air conditioning,balcony,beach access,beachfront,gym,pet friendly,security","beach,bungalow,desert,family,mid-range,ocean view",1,2
P002939,"Accra, Ghana",beach,guesthouse,60,"24h check-in,city view,elevator,kitchen,near metro,pet friendly,security,tv,washer dryer,workspace","beach,beachfront,budget,near metro,pet-friendly,romantic,urban",1,3
P002940,"Edinburgh, UK",urban,riad,175,"24h check-in,balcony,elevator,kitchen,security","city center,historic,mid-range,pet-friendly,urban",4,8
P002941,"Rome, Italy",urban,condo,245,"balcony,elevator,pet friendly,smart lock,tv,workspace","budget,city center,pet-friendly,urban",2,4
P002942,"San Francisco, USA",coast,villa,385,"balcony,breakfast included,city view,elevator,kitchen,near metro,parking,pet friendly,security","beachfront,coast,long stay,luxury,near metro,ocean view,urban",2,5
P002943,"Rio de Janeiro, Brazil",beach,studio,160,"24h check-in,beachfront,city view,elevator,gym,kitchen,ocean view,parking,pool,security,smart lock,workspace","beach,beachfront,business,city center,hiking,luxury,mountain,quiet,romantic,studio,urban",1,2
P002944,"Copenhagen, Denmark",coast,bungalow,255,"breakfast included,city view,elevator,kitchen,smart lock,washer dryer","beachfront,business,coast,mid-range,near metro,ocean view,urban",1,3
P002945,"Rio de Janeiro, Brazil",beach,studio,145,"24h check-in,balcony,parking,pet friendly,tv,washer dryer","beach,family,hiking,long stay,mid-range,mountain,pet-friendly,romantic,ski,urban",1,2
P002946,"Austin, USA",urban,guesthouse,100,"breakfast included,kitchen,parking,security,smart lock,wifi,workspace","guesthouse,long stay,mid-range,pet-friendly,urban",1,1
P002947,"Vancouver, Canada",mountain,hotel,270,"24h check-in,air conditioning,breakfast included,elevator,hot tub,mountain view,pet friendly,ski storage,smart lock,washer dryer,workspace","beach,family,forest,hiking,long stay,mid-range,mountain,pet-friendly,romantic,ski,urban",1,1
P002948,"Abu Dhabi, UAE",beach,apartment,55,"air conditioning,beachfront,breakfast included,elevator,gym,kitchen,ocean view,pool,security,smart lock,washer dryer","beach,beachfront,city center,desert,luxury,pet-friendly,romantic,urban",2,4
P002949,"Hurghada, Egypt",beach,bungalow,175,"24h check-in,beachfront,kitchen,ocean view,parking,pool,rooftop terrace,security,shade courtyard,tv,wifi","beach,beachfront,desert,family,luxury",2,5
P002950,"Athens, Greece",beach,loft,105,"24h check-in,beachfront,breakfast included,gym,pool,smart lock,washer dryer,wifi,workspace","beach,family,long stay,mid-range,near metro,ocean view,urban",3,6
P002951,"Muscat, Oman",beach,bungalow,270,"balcony,breakfast included,fireplace,gym,kitchen,pet friendly,security,smart lock","beach,beachfront,city center,desert,family,hiking,long stay,mid-range,mountain,quiet,urban",2,5
P002952,"Interlaken, Switzerland",mountain,chalet,240,"24h check-in,air conditioning,balcony,breakfast included,dock,elevator,hot tub,lake view,pet friendly,sauna,tv,workspace","hiking,lake,luxury,mountain,quiet",5,10
P002953,"Istanbul, Turkey",waterfront,hotel,200,"24h check-in,balcony,breakfast included,elevator,kitchen,near metro,pet friendly,smart lock,water view,wifi","luxury,near metro,pet-friendly,urban,waterfront",1,3
P002954,"Punta Cana, Dominican Republic",beach,villa,295,"24h check-in,air conditioning,breakfast included,kitchen,ocean view,security,wifi","beach,beachfront,luxury,ocean view,villa",4,9
P002955,"Vancouver, Canada",mountain,apartment,170,"balcony,city view,elevator,fireplace,hammocks,hiking trails,hot tub,kitchen,near metro,pet friendly,security,ski storage,smart lock,washer dryer,wifi","beach,city center,family,forest,hiking,luxury,mountain,nature,pet-friendly,romantic,urban",1,3
P002956,"Vancouver, Canada",mountain,condo,325,"24h check-in,beach access,beachfront,breakfast included,elevator,hammocks,hot tub,kitchen,mountain view,pet friendly,pool,security,ski storage,tv","beach,family,forest,hiking,long stay,mid-range,mountain,nature,near metro,romantic,urban",2,5
P002957,"Cartagena, Colombia",beach,condo,190,"air conditioning,breakfast included,heritage building,kitchen,pet friendly,rooftop terrace,smart lock,tv,washer dryer,workspace","beach,beachfront,condo,family,historic,luxury",1,3
P002958,"Hong Kong, China",beach,cabin,250,"24h check-in,balcony,beach access,beachfront,breakfast included,city view,elevator,gym,mountain view,near metro,security,ski storage,smart lock,wifi","beach,budget,cabin,family,hiking,long stay,mountain,pet-friendly,quiet,romantic,urban",4,8
P002959,"Lyon, France",urban,loft,210,"24h check-in,air conditioning,breakfast included,gym,kitchen,smart lock,washer dryer,wifi","business,luxury,near metro,urban",1,3
P002960,"Sapporo, Japan",mountain,condo,115,"24h check-in,boot warmers,city view,elevator,hiking trails,kitchen,near metro,ski storage,washer dryer,wifi,workspace","condo,long stay,luxury,mountain,nature,near metro,ski,urban",3,6
P002961,"Dubrovnik, Croatia",beach,bungalow,150,"balcony,breakfast included,courtyard,heritage building,parking,rooftop terrace,sea view,security,washer dryer","beach,coast,family,historic,luxury,ocean view",1,2
P002962,"Nairobi, Kenya",nature,cabin,140,"24h check-in,breakfast included,city view,elevator,gym,kitchen,parking,smart lock,solar power,wifi,wildlife viewing,workspace","budget,business,cabin,city center,nature,urban",2,5
P002963,"Miami, USA",beach,guesthouse,180,"24h check-in,air conditioning,balcony,breakfast included,gym,pet friendly,smart lock","beach,budget,city center,family,ocean view,pet-friendly,urban",3,6
P002964,"Chiang Mai, Thailand",mountain,hotel,65,"24h check-in,breakfast included,city view,fireplace,mountain view,near metro,ski storage,smart lock,washer dryer,wifi","business,long stay,mid-range,mountain,nature,ski,urban",1,1
P002965,"Geneva, Switzerland",mountain,apartment,365,"air conditioning,balcony,elevator,gym,mountain view,ski storage,tv","city center,lake,mid-range,mountain,pet-friendly,quiet,ski,urban",1,3
P002966,"Victoria, Seychelles",beach,villa,230,"air conditioning,elevator,ocean view,parking,pool,washer dryer,wifi,workspace","beach,island,mid-range,ocean view,romantic",5,11
P002967,"Jeddah, Saudi Arabia",beach,luxury_tent,210,"air conditioning,breakfast included,city view,elevator,kitchen,near metro,parking,rooftop terrace,security,shade courtyard,washer dryer","beach,business,desert,family,long stay,mid-range,romantic,urban",2,5
P002968,"Cancun, Mexico",beach,villa,220,"air conditioning,balcony,kitchen,ocean view,outdoor shower,pool,security,smart lock,tv,washer dryer,workspace","beach,family,luxury,romantic,villa",4,9
P002969,"Siem Reap, Cambodia",urban,condo,90,"air conditioning,balcony,elevator,gym,parking,smart lock,workspace","historic,long stay,mid-range,pet-friendly,urban",2,5
P002970,"Göreme, Turkey",mountain,guesthouse,155,"air conditioning,elevator,gym,hot tub,mountain view,rooftop terrace,shade courtyard,ski storage,smart lock,washer dryer,workspace","budget,desert,hiking,historic,mountain,nature",3,6
P002971,"Cancun, Mexico",beach,bungalow,110,"24h check-in,beach access,beachfront,elevator,ocean view,pet friendly,security,smart lock,tv,wifi,workspace","beach,bungalow,family,luxury,romantic",2,5
P002972,"Hong Kong, China",mountain,loft,260,"air conditioning,beachfront,city view,elevator,fireplace,hot tub,kitchen,near metro,parking,pet friendly,security,smart lock,washer dryer","beach,beachfront,city center,family,loft,luxury,mountain,near metro,quiet,ski,urban",3,6
P002973,"Havana, Cuba",beach,townhouse,120,"beachfront,breakfast included,city view,elevator,near metro,outdoor shower,pet friendly,pool,security,workspace","beach,budget,city center,family,long stay,romantic,urban",3,7
P002974,"Rio de Janeiro, Brazil",beach,apartment,225,"24h check-in,air conditioning,balcony,beach access,beachfront,breakfast included,city view,hiking trails,kitchen,outdoor shower,pet friendly,ski storage,washer dryer","beach,beachfront,budget,business,hiking,mountain,near metro,ocean view,ski,urban",1,2
P002975,"Reykjavik, Iceland",coast,cabin,345,"24h check-in,blackout curtains,breakfast included,elevator,kitchen,panoramic window,parking,sea view,security,wifi,workspace","business,coast,family,mid-range,northern lights,pet-friendly,romantic,urban",4,8
P002976,"Bangkok, Thailand",urban,guesthouse,90,"24h check-in,air conditioning,elevator,parking,smart lock,tv,washer dryer,workspace","budget,city center,near metro,urban",2,4
P002977,"Denver, USA",mountain,townhouse,220,"24h check-in,breakfast included,city view,pet friendly,smart lock,tv,washer dryer","business,luxury,mountain,nature,pet-friendly,quiet,urban",4,8
P002978,"San Juan, Puerto Rico",beach,guesthouse,110,"air conditioning,balcony,city view,elevator,gym,pet friendly,security,smart lock,washer dryer","beach,city center,family,mid-range,near metro,ocean view,urban",1,2
P002979,"Doha, Qatar",beach,loft,285,"24h check-in,air conditioning,city view,near metro,pet friendly,rooftop terrace,security,shade courtyard,tv,wifi","beach,beachfront,business,desert,long stay,mid-range,romantic,urban",3,6
P002980,"Tokyo, Japan",urban,hotel,275,"air conditioning,breakfast included,elevator,washer dryer,workspace","city center,mid-range,near metro,urban",1,2
P002981,"Warsaw, Poland",urban,studio,145,"24h check-in,air conditioning,kitchen,near metro,wifi,workspace","budget,business,city center,urban",1,1
P002982,"Da Nang, Vietnam",beach,bungalow,130,"balcony,beach access,beachfront,breakfast included,elevator,kitchen,near metro,outdoor shower,pet friendly,security,washer dryer,wifi","beach,budget,long stay,ocean view,pet-friendly,romantic,urban",1,3
P002983,"Los Angeles, USA",beach,chalet,365,"breakfast included,city view,elevator,gym,hiking trails,hot tub,mountain view,near metro,parking,pet friendly,pool,washer dryer,wifi","beach,beachfront,budget,business,hiking,mountain,near metro,romantic,ski,urban",3,6
P002984,"Da Nang, Vietnam",beach,hotel,110,"balcony,beach access,breakfast included,elevator,gym,near metro,outdoor shower,parking,pet friendly,pool,tv,wifi","beach,beachfront,hotel,long stay,mid-range,ocean view,pet-friendly,urban",1,2
P002985,"Naples, Italy",beach,bungalow,120,"24h check-in,air conditioning,balcony,beachfront,elevator,near metro,ocean view,outdoor shower,parking,security,tv","beach,budget,city center,family,near metro,ocean view,urban",1,3
P002986,"Medellín, Colombia",mountain,apartment,85,"24h check-in,air conditioning,breakfast included,city view,elevator,hiking trails,security,ski storage,tv,washer dryer,workspace","city center,hiking,mid-range,mountain,pet-friendly,ski,urban",2,5
P002987,"Johannesburg, South Africa",urban,townhouse,170,"24h check-in,air conditioning,city view,elevator,kitchen,parking,pet friendly,washer dryer,wifi,workspace","business,mid-range,near metro,urban",3,7
P002988,"Leh, India",mountain,resort,130,"24h check-in,hot tub,pool,rooftop terrace,security,smart lock,tv,wifi","desert,hiking,luxury,mountain,nature,resort",2,5
P002989,"Bariloche, Argentina",mountain,chalet,170,"air conditioning,fireplace,gym,kitchen,mountain view,pet friendly,ski in/out,tv,workspace","hiking,lake,luxury,mountain,nature,ski",2,4
